Path,Pitch,RMSE,PercentSilence,FrequencyMagnitude
E:/CHTPT_code_me/static/Helicopter/Helicopter6.wav,"[29.85711, 28.824018, 28.531094, 26.535732, 26.374693, 26.989334, 26.893318]","[17.901881251397523, 16.00806151428038, 15.081029877321617, 13.560711916181303, 11.81966087093488, 10.683983444080999, 9.104212833612802]","[59.414965986394556, 55.36054421768707, 53.68707482993197, 49.46485260770975, 45.21995464852607, 50.58956916099773, 54.434898667910645]","[(226, 6191.594585591493), (22284, 19.721361671574137), (65208, 63.49286460477957), (87794, 14.700867722583245), (89142, 63.49286460477955), (132066, 19.721361671574137), (154124, 6191.594585591494)]"
E:/CHTPT_code_me/static/Helicopter/Helicopter7.wav,"[28.521915, 26.90582, 27.054802, 27.386112, 27.782045, 26.758562, 28.386011]","[11.471522064489681, 9.269230953595113, 11.523619284742468, 11.777637804680992, 15.280704403163067, 13.690805793296368, 12.769904728269292]","[52.965986394557824, 55.69614512471655, 51.12018140589569, 53.10204081632653, 44.535147392290256, 53.97278911564626, 50.6673404861867]","[(226, 6249.315733178172), (22258, 37.80779581253856), (64958, 76.19892004737609), (88054, 13.168630439210927), (89392, 76.19892004737606), (132092, 37.807795812538615), (154124, 6249.315733178172)]"
E:/CHTPT_code_me/static/Helicopter/Helicopter8.wav,"[30.606436, 27.961214, 27.52373, 27.375488, 28.425798, 27.935171, 27.033974]","[15.204600580469814, 13.954844872378523, 12.256134518178268, 16.128882779074566, 13.183812127681449, 11.565125512840625, 10.56206209634963]","[49.22902494331066, 54.811791383219955, 47.3015873015873, 54.72562358276644, 55.950113378684804, 47.92743764172336, 52.57282434043435]","[(226, 5694.230317547082), (22229, 27.504149738080113), (65209, 63.49828488083416), (66530, 15.317883676083033), (89141, 63.498284880834184), (132121, 27.504149738080123), (154124, 5694.230317547082)]"
E:/CHTPT_code_me/static/Helicopter/Helicopter9.wav,"[30.33081, 26.768763, 26.665499, 26.959917, 28.13119, 27.909227, 26.259277]","[14.68025904831065, 9.159591423702382, 14.438611966103228, 19.131733199381934, 18.086137969623366, 14.580197638965078, 18.389862904413825]","[53.863945578231295, 53.40136054421769, 49.91383219954648, 51.85034013605442, 54.1859410430839, 50.91609977324263, 52.3940030062717]","[(226, 6618.678487884743), (22218, 27.431578945488734), (65067, 94.16113022645847), (87270, 13.677410489079259), (89283, 94.16113022645847), (132132, 27.431578945488766), (154124, 6618.678487884743)]"
E:/CHTPT_code_me/static/Jet/Aero_plane1.wav,"[38.93906, 33.161774, 32.03937, 33.903263, 34.276596, 34.192806, 34.657143]","[508.3819400351278, 7.436906041887899, 5.172627808393112, 8.697405724697525, 6.676106860894444, 6.3504172289477925, 7.538288698699381]","[40.326530612244895, 51.709750566893426, 52.585034013605444, 49.709750566893426, 48.82993197278912, 49.378684807256235, 51.65344943761986]","[(370, 3563.6900973828415), (29886, 35.07719776398723), (46743, 38.39246823803103), (87360, 6.1568865407672515), (107607, 38.39246823803103), (124464, 35.07719776398723), (153980, 3563.690097382841)]"
E:/CHTPT_code_me/static/Jet/Aero_plane10.wav,"[35.988216, 32.48477, 33.2467, 31.807213, 33.87061, 30.505709, 31.281263]","[7.723738351663531, 4.974956080661199, 5.638622685468623, 6.091556648191597, 7.852586847175623, 7.385936480325957, 4.986439784988761]","[46.208616780045354, 48.75736961451247, 51.65986394557823, 45.79591836734694, 45.800453514739225, 46.770975056689345, 46.84665422692168]","[(370, 2613.533620649309), (29876, 43.754384405127745), (46733, 12.021798197337915), (86384, 5.621746802616455), (107617, 12.021798197337914), (124474, 43.75438440512774), (153980, 2613.533620649309)]"
E:/CHTPT_code_me/static/Jet/Aero_plane11.wav,"[29.3587, 29.874727, 29.677624, 30.099464, 30.802835, 31.333656, 28.858183]","[7.452678824450041, 7.199230764360566, 8.179435732641391, 5.223793361247296, 6.064504005258814, 7.758982548589951, 8.052979710157073]","[50.25396825396825, 54.20861678004535, 50.625850340136054, 48.317460317460316, 51.374149659863946, 48.29478458049886, 50.41530606955891]","[(365, 2057.8593746758474), (29879, 45.31644201770923), (46728, 13.646819489687536), (83178, 5.499270382827509), (107622, 13.646819489687541), (124471, 45.31644201770924), (153985, 2057.8593746758474)]"
E:/CHTPT_code_me/static/Jet/Aero_plane12.wav,"[33.283413, 28.812939, 28.469946, 31.861862, 28.891472, 28.56882, 30.667793]","[7.676308582060385, 6.069291742252452, 9.240138670429587, 5.8400717868824445, 6.451785907986396, 7.6193720168833226, 6.423408536717207]","[54.235827664399096, 52.0453514739229, 49.08390022675737, 52.852607709750565, 46.90249433106576, 53.31519274376417, 53.34123775462603]","[(363, 1870.8016858077294), (29887, 65.7357890262924), (46741, 11.383503614530898), (66612, 5.7999892411977845), (107609, 11.383503614530934), (124463, 65.73578902629241), (153987, 1870.8016858077294)]"
E:/CHTPT_code_me/static/Jet/Aero_plane13.wav,"[29.73019, 27.78101, 31.152527, 28.121288, 30.019926, 29.180202, 31.091797]","[7.6285723367872444, 6.16310388140846, 8.38487135312919, 5.865192675264552, 6.630912690334732, 7.515180337664095, 6.399128512878503]","[48.93877551020408, 48.70748299319728, 48.21768707482993, 52.244897959183675, 50.53968253968254, 48.6077097505669, 47.974006116207946]","[(363, 1928.0424903921391), (29889, 51.96681645224557), (45111, 11.894125038578457), (87657, 5.566135417976356), (109239, 11.894125038578425), (124461, 51.966816452245574), (153987, 1928.0424903921391)]"
E:/CHTPT_code_me/static/Jet/Aero_plane14.wav,"[33.176765, 30.300571, 29.011301, 29.31058, 31.850046, 28.160887, 33.85747]","[6.66249067479268, 6.374412449076772, 5.541721635520281, 7.68648096792666, 7.153514601911108, 6.937212333460117, 6.06127572578511]","[47.183673469387756, 50.281179138321995, 49.28344671201814, 44.848072562358276, 56.054421768707485, 51.61904761904762, 51.3456953299124]","[(364, 2655.5280530972864), (29886, 43.52041184032382), (46742, 17.827975661578705), (67062, 6.384321776381233), (107608, 17.827975661578705), (124464, 43.52041184032382), (153986, 2655.5280530972864)]"
E:/CHTPT_code_me/static/Jet/Aero_plane15.wav,"[33.583477, 27.745378, 30.984362, 29.77672, 29.824541, 30.436758, 30.450298]","[8.381003554000758, 6.7764317090179595, 5.417235162375229, 7.264788129499981, 6.776271708908358, 7.013886387548631, 6.560899403051562]","[53.0249433106576, 48.36734693877551, 53.30612244897959, 52.68934240362812, 50.40816326530612, 47.88208616780045, 48.843492458404604]","[(915, 2185.8753037264364), (29888, 58.636836410173466), (44593, 13.488822442261297), (85553, 6.672985090647791), (109757, 13.488822442261304), (124462, 58.636836410173444), (153435, 2185.875303726436)]"
E:/CHTPT_code_me/static/Jet/Aero_plane2.wav,"[35.886723, 34.02985, 34.279716, 34.30675, 34.774746, 33.709, 32.593575]","[6.81322775320908, 6.273489545925432, 7.631279288380894, 7.447348528408578, 8.22581682781068, 8.334944060161, 7.023022812791169]","[47.57369614512472, 47.72789115646259, 56.93424036281179, 48.911564625850346, 51.29705215419501, 51.006802721088434, 53.419634064168356]","[(371, 5661.234717152252), (29883, 47.015369395716505), (46739, 28.217929321043883), (66880, 6.188310892095913), (107611, 28.21792932104389), (124467, 47.01536939571648), (153979, 5661.234717152252)]"
E:/CHTPT_code_me/static/Jet/Aero_plane3.wav,"[35.762833, 32.971596, 33.286816, 34.11711, 33.472076, 34.84982, 34.839684]","[6.966841579983444, 6.969375711023098, 5.9635550996019795, 6.347598665992597, 6.079629551441896, 8.391066217085434, 7.4096066109459136]","[52.39455782312925, 53.08390022675737, 53.92290249433106, 50.48526077097505, 50.095238095238095, 51.102040816326536, 53.408619706629345]","[(371, 4798.903598034902), (29883, 43.390134517954344), (46737, 38.51000547695011), (68567, 5.361944629442337), (107613, 38.51000547695013), (124467, 43.390134517954365), (153979, 4798.903598034903)]"
E:/CHTPT_code_me/static/Jet/Aero_plane4.wav,"[35.695835, 34.627476, 34.507046, 33.933105, 32.093945, 33.93292, 33.502285]","[7.796647476822917, 6.380895104736001, 5.877712685226773, 6.791895048809238, 4.699608988344802, 6.463885366074031, 7.4591588738950945]","[51.95918367346939, 46.7437641723356, 45.2108843537415, 51.36961451247166, 48.64852607709751, 54.24036281179138, 48.94262167625564]","[(371, 3136.154728567263), (29883, 44.222614649098944), (46738, 18.89358505470865), (86825, 5.739553299247191), (107612, 18.893585054708645), (124467, 44.22261464909893), (153979, 3136.1547285672627)]"
E:/CHTPT_code_me/static/Jet/Aero_plane5.wav,"[34.45767, 31.391188, 33.687004, 33.44452, 34.464188, 33.186817, 32.107204]","[6.704810471815425, 6.368885737278366, 6.18838630789902, 6.316422534568812, 5.510445301687079, 6.018943267692867, 8.308929169461841]","[48.36281179138322, 49.755102040816325, 51.46938775510204, 57.2562358276644, 52.657596371882086, 46.78911564625851, 52.72378582905717]","[(368, 3644.2845619872846), (29881, 49.39989319199107), (46733, 19.29011625990917), (70903, 5.476411992477231), (107617, 19.29011625990915), (124469, 49.399893191991076), (153982, 3644.284561987284)]"
E:/CHTPT_code_me/static/Jet/Aero_plane6.wav,"[34.072693, 32.99138, 33.35511, 32.35317, 30.680952, 31.819517, 33.466576]","[7.034770360887917, 5.9434974047083715, 6.510354241444951, 6.045582688724001, 8.295064379871334, 7.0200723878640146, 4.917499750098657]","[48.752834467120174, 46.87981859410431, 50.19954648526077, 52.06349206349206, 50.25396825396825, 47.315192743764165, 50.46778624371534]","[(368, 3445.288129561398), (29883, 49.95215426736954), (46732, 22.293747819151516), (69941, 6.324052404728179), (107618, 22.293747819151527), (124467, 49.952154267369544), (153982, 3445.288129561398)]"
E:/CHTPT_code_me/static/Jet/Aero_plane7.wav,"[32.334843, 29.41183, 31.179506, 30.34984, 32.407516, 34.322815, 30.123636]","[7.404256460722536, 7.29478880654954, 5.792096658565459, 7.650617807770947, 7.443683967513997, 6.60595854611269, 6.552446208384243]","[57.945578231292515, 44.04081632653061, 50.467120181405896, 49.156462585034014, 53.183673469387756, 51.49659863945578, 48.458637847924116]","[(369, 3211.316298729881), (29881, 79.24501942168496), (46735, 20.797682802592885), (71094, 6.152979036452594), (107615, 20.797682802592877), (124469, 79.24501942168497), (153981, 3211.316298729881)]"
E:/CHTPT_code_me/static/Jet/Aero_plane8.wav,"[34.303196, 30.844023, 34.596916, 33.545, 34.0697, 33.676723, 33.69796]","[7.198810892526147, 6.476840253439843, 5.278570740483701, 6.493003469049221, 6.707628473772535, 6.097234543579232, 7.08237097347765]","[50.85260770975057, 52.30385487528345, 50.616780045351476, 52.90249433106576, 52.80272108843537, 51.31065759637188, 51.79857979578085]","[(371, 3223.557321100582), (29887, 73.39900085643121), (46743, 25.020729707452016), (86071, 5.725930733971843), (107607, 25.020729707452016), (124463, 73.39900085643123), (153979, 3223.557321100582)]"
E:/CHTPT_code_me/static/Jet/Aero_plane9.wav,"[36.467747, 33.117336, 34.51901, 34.47446, 33.547577, 35.696346, 33.815754]","[7.999752050395622, 6.62404260975087, 6.982945204695819, 6.500100282677782, 6.538288649781386, 6.988363621279686, 7.0410682884141265]","[55.32426303854876, 52.51700680272109, 48.44897959183674, 54.25396825396825, 49.74149659863946, 56.3718820861678, 53.66648525371897]","[(372, 5332.905810782649), (29880, 41.49241144328179), (46734, 17.816236710041565), (82623, 5.47060590287132), (107616, 17.816236710041533), (124470, 41.49241144328179), (153978, 5332.905810782649)]"
E:/CHTPT_code_me/static/Motor/Motor1.wav,"[42.162125, 48.734604, 44.008904, 41.28683, 37.935623, 30.944471, 45.650322]","[10.361356810168472, 10.038854971450442, 11.739695237927316, 13.328687464568898, 10.14116977208427, 10.363522215352749, 9.268708742179331]","[48.61678004535147, 49.85487528344671, 43.192743764172334, 48.249433106575964, 48.621315192743765, 43.99546485260771, 46.65811434198932]","[(717, 1939.2965974510817), (22440, 49.0166557015779), (47457, 14.281875296794775), (87004, 4.675804119236116), (106893, 14.281875296794787), (131910, 49.01665570157791), (153633, 1939.2965974510817)]"
E:/CHTPT_code_me/static/Motor/Motor10.wav,"[35.84793, 36.29334, 36.18221, 38.397617, 34.348373, 26.326843, 24.799967]","[18.024213214643126, 13.013459766461025, 15.05333129482876, 10.362393586408524, 14.198335952546802, 15.600511227828628, 14.421230080049662]","[47.460317460317455, 51.755102040816325, 48.208616780045354, 49.74149659863946, 48.22675736961452, 44.321995464852606, 47.14404188047479]","[(333, 1914.1855019900138), (27458, 62.345931902029534), (47646, 17.573389110364236), (86855, 5.11841204362278), (106704, 17.573389110364246), (126892, 62.345931902029555), (154017, 1914.1855019900138)]"
E:/CHTPT_code_me/static/Motor/Motor11.wav,"[39.23276, 33.987736, 25.683228, 24.836107, 31.698093, 34.15329, 42.146263]","[13.254329543235864, 14.753606321201438, 16.647166468291765, 15.299555203680592, 20.35796777788727, 14.544105576905643, 9.88805493155572]","[49.74149659863946, 48.22675736961452, 44.321995464852606, 40.17687074829932, 43.75510204081633, 42.993197278911566, 44.54400559788524]","[(1318, 1230.365979661385), (27504, 48.519202474077574), (46821, 15.95123416591033), (85733, 4.315039548496313), (107529, 15.9512341659103), (126846, 48.51920247407757), (153032, 1230.3659796613852)]"
E:/CHTPT_code_me/static/Motor/Motor12.wav,"[28.35339, 31.340433, 35.09555, 41.01438, 42.795856, 42.676197, 34.20878]","[16.387925147577082, 22.391792643992673, 13.489486002765174, 9.390684433414467, 12.47153422085657, 10.445458232702332, 17.67122543394743]","[40.17687074829932, 43.75510204081633, 42.993197278911566, 48.16326530612245, 52.26303854875283, 48.698412698412696, 50.10755196185145]","[(348, 1274.1060399802423), (28377, 50.60384693447206), (47549, 16.643431018433624), (87113, 4.1087643601074735), (106801, 16.64343101843361), (125973, 50.603846934472045), (154002, 1274.1060399802423)]"
E:/CHTPT_code_me/static/Motor/Motor13.wav,"[42.30345, 42.352196, 42.565903, 34.59046, 35.5704, 35.624886, 36.782803]","[9.236463528061503, 11.375010820172195, 12.976521730334277, 15.59320992840055, 12.985926152517399, 14.379658837181827, 12.2968786238094]","[48.16326530612245, 52.26303854875283, 48.698412698412696, 49.26984126984127, 51.424036281179134, 49.03401360544217, 51.67677395946716]","[(1334, 1391.5021699355202), (22544, 56.13248181944706), (47242, 19.412263850454227), (67236, 5.520515139198304), (107108, 19.41226385045423), (131806, 56.132481819447015), (153016, 1391.5021699355198)]"
E:/CHTPT_code_me/static/Motor/Motor14.wav,"[36.157978, 35.67281, 36.09694, 37.60156, 33.154285, 30.155779, 31.196613]","[15.423671639156202, 13.242645543955621, 14.774236599692987, 12.902280872332907, 14.505455499082538, 13.820913971548656, 17.627099242582474]","[49.26984126984127, 51.424036281179134, 49.03401360544217, 54.10884353741496, 41.24716553287981, 42.956916099773245, 47.70123879127145]","[(335, 1144.013235791582), (28376, 55.963634019264354), (47460, 24.026442936626985), (67418, 6.557220437009873), (106890, 24.026442936626964), (125974, 55.96363401926434), (154015, 1144.0132357915822)]"
E:/CHTPT_code_me/static/Motor/Motor15.wav,"[38.91479, 33.443653, 29.780712, 31.41504, 31.100636, 27.469913, 29.5307]","[13.335126819160799, 13.81970334055257, 14.582821970716829, 17.615020660949604, 13.156549918321183, 11.549012788150105, 16.933564476979274]","[54.10884353741496, 41.24716553287981, 42.956916099773245, 49.12471655328798, 43.043083900226755, 44.6031746031746, 44.00689369201265]","[(272, 1403.3092522884804), (22545, 68.19047378869789), (47839, 20.301834142484665), (85752, 4.869734716995434), (106511, 20.301834142484687), (131805, 68.19047378869787), (154078, 1403.3092522884808)]"
E:/CHTPT_code_me/static/Motor/Motor2.wav,"[42.96841, 37.082764, 30.523134, 45.890133, 45.209724, 44.79661, 42.574295]","[14.298596826441543, 9.444343610223205, 9.421308036239463, 10.048489810876726, 11.915771711972498, 10.087357714794399, 11.801559057840635]","[48.249433106575964, 48.621315192743765, 43.99546485260771, 40.86621315192743, 55.88208616780045, 48.08163265306122, 47.405794847872286]","[(718, 1903.9609134072698), (22450, 51.48829859806863), (46967, 14.670057458441967), (86943, 6.284166184685931), (107383, 14.670057458441983), (131900, 51.48829859806864), (153632, 1903.9609134072696)]"
E:/CHTPT_code_me/static/Motor/Motor3.wav,"[46.858635, 45.331787, 44.397728, 42.74887, 38.971867, 35.574078, 35.41051]","[10.930291911976974, 9.880932736693163, 9.870236539947134, 13.010634304512115, 14.019698095911995, 12.10941131714554, 13.134514038739283]","[40.86621315192743, 55.88208616780045, 48.08163265306122, 45.13832199546485, 52.38095238095239, 51.573696145124714, 48.54934432177473]","[(1174, 1238.1210244609038), (22332, 54.81970845306302), (47690, 15.15780798917277), (86929, 5.620817549752444), (106660, 15.157807989172783), (132018, 54.81970845306299), (153176, 1238.1210244609035)]"
E:/CHTPT_code_me/static/Motor/Motor4.wav,"[43.957157, 38.365387, 34.331543, 35.217026, 28.779593, 26.624739, 24.855097]","[12.077047292151228, 14.934270442851508, 12.562363013802539, 13.403456930869392, 13.156922802972119, 15.762987467903821, 21.605786214405228]","[45.13832199546485, 52.38095238095239, 51.573696145124714, 50.6530612244898, 51.33333333333333, 54.0, 52.367438967501165]","[(893, 1471.558902897291), (22443, 51.45791161887941), (48817, 15.175854209842889), (67518, 5.896621444941408), (105533, 15.175854209842898), (131907, 51.4579116188794), (153457, 1471.5589028972913)]"
E:/CHTPT_code_me/static/Motor/Motor5.wav,"[36.58346, 29.302307, 27.025337, 24.652653, 30.697378, 31.843063, 35.330467]","[13.354980639658521, 14.061325535710369, 15.810090595706631, 21.144260144570755, 15.199986306418266, 13.139059130723277, 15.76708819539774]","[50.6530612244898, 51.33333333333333, 54.0, 52.87981859410431, 49.96371882086168, 47.183673469387756, 52.562457886279994]","[(870, 1694.9871303786713), (27486, 51.03100015961702), (47522, 17.854859132029617), (67633, 5.295438529336882), (106828, 17.854859132029624), (126864, 51.031000159617015), (153480, 1694.9871303786717)]"
E:/CHTPT_code_me/static/Motor/Motor6.wav,"[26.518803, 30.57336, 32.58896, 35.494034, 37.94308, 37.66014, 36.920506]","[19.336134968000614, 14.2776999943072, 11.868573385956031, 14.846732084974757, 8.276766608469188, 11.396839135392968, 13.449875398405961]","[52.87981859410431, 49.96371882086168, 47.183673469387756, 47.9092970521542, 50.29478458049886, 53.26530612244898, 52.15492665733686]","[(1305, 2133.5971118102875), (27108, 46.81538080638765), (44796, 15.291537630464626), (67198, 6.049935134448496), (109554, 15.291537630464635), (127242, 46.81538080638765), (153045, 2133.5971118102875)]"
E:/CHTPT_code_me/static/Motor/Motor7.wav,"[37.94074, 37.72862, 38.09909, 37.456818, 42.195087, 30.239147, 32.46195]","[13.784892117109848, 9.88046086013561, 12.091617691718662, 13.07080350289609, 11.632504132354544, 15.193573261300722, 16.53329953329549]","[47.9092970521542, 50.29478458049886, 53.26530612244898, 52.956916099773245, 53.46485260770975, 41.46031746031746, 49.628751360597114]","[(815, 2209.826552677997), (22315, 50.42606118510712), (46957, 16.20995554128001), (68554, 5.2424865341132145), (107393, 16.209955541280006), (132035, 50.426061185107166), (153535, 2209.826552677997)]"
E:/CHTPT_code_me/static/Motor/Motor8.wav,"[38.85182, 42.89244, 30.442198, 32.212498, 30.769506, 33.444614, 35.004917]","[14.135022088073107, 11.634102014691702, 17.137765169276722, 17.924970101254683, 15.816603705198283, 14.587538719033112, 18.675975566951646]","[52.956916099773245, 53.46485260770975, 41.46031746031746, 42.816326530612244, 49.29251700680272, 48.390022675736965, 49.510185041206654]","[(326, 2023.1040793362115), (27413, 63.46138464476711), (47536, 20.204405618380463), (67437, 5.490579639860977), (106814, 20.204405618380456), (126937, 63.46138464476712), (154024, 2023.1040793362115)]"
E:/CHTPT_code_me/static/Motor/Motor9.wav,"[36.403805, 30.96665, 33.758152, 35.033188, 36.404934, 36.444237, 38.0475]","[18.480423546591123, 15.539126036067804, 15.15658771885293, 16.974271336082545, 11.869726267953714, 16.25995613049738, 10.795651635687266]","[42.816326530612244, 49.29251700680272, 48.390022675736965, 47.460317460317455, 51.755102040816325, 48.208616780045354, 47.34748354325403]","[(333, 2064.942647408307), (27413, 56.70165638550865), (47471, 20.731924015392455), (68692, 5.249009273153339), (106879, 20.73192401539245), (126937, 56.701656385508635), (154017, 2064.9426474083066)]"
E:/CHTPT_code_me/static/Tractor/Tractor1.wav,"[38.601543, 37.65932, 37.48372, 37.176098, 37.52601, 37.188824, 37.342873]","[5.787136576809855, 5.992287148477598, 4.461125268356963, 5.9320377604481545, 6.1113340508503216, 6.391266034916043, 5.149077985247242]","[54.73015873015873, 56.31292517006803, 53.99546485260771, 54.03628117913832, 53.981859410430836, 57.43764172335601, 55.64388638366247]","[(475, 3913.568198043984), (32740, 44.56814450968203), (46975, 22.25434390739307), (85922, 16.070818003430112), (107375, 22.254343907393075), (121610, 44.568144509682035), (153875, 3913.568198043984)]"
E:/CHTPT_code_me/static/Tractor/Tractor10.wav,"[38.938828, 38.664326, 39.219124, 38.62136, 38.432037, 38.35107, 38.403954]","[4.973103903331469, 4.444731361443354, 5.090487141916085, 4.1198508952566915, 4.430045118178462, 5.153415239016924, 4.5078740222379565]","[53.64625850340136, 54.557823129251695, 54.21768707482993, 54.75283446712018, 55.43764172335601, 51.274376417233555, 52.90390296998911]","[(493, 3359.910548999112), (35009, 49.467350764522934), (44360, 29.414129262389476), (87255, 17.31779472773104), (109990, 29.414129262389487), (119341, 49.46735076452294), (153857, 3359.9105489991116)]"
E:/CHTPT_code_me/static/Tractor/Tractor11.wav,"[39.82004, 39.181442, 38.395615, 38.365063, 38.211723, 38.455315, 38.345543]","[4.6149149162120855, 5.211680460100372, 3.7334484092536426, 4.725392256373847, 5.505800932934064, 4.536796968230711, 4.874431125132278]","[54.557823129251695, 54.21768707482993, 54.75283446712018, 55.43764172335601, 51.274376417233555, 55.92743764172335, 55.64323848027782]","[(493, 5082.102317791696), (31387, 43.459461441499876), (44375, 30.25157182347386), (87255, 18.88815713466645), (109975, 30.251571823473874), (122963, 43.45946144149987), (153857, 5082.102317791695)]"
E:/CHTPT_code_me/static/Tractor/Tractor12.wav,"[40.41457, 38.4697, 38.38007, 38.402008, 38.509808, 38.37322, 38.60246]","[5.35387444136621, 3.8339469570755247, 5.0936893451892375, 4.371548404742498, 4.714033816431073, 4.6899776894687895, 6.231177959021546]","[54.21768707482993, 54.75283446712018, 55.43764172335601, 51.274376417233555, 55.92743764172335, 55.01587301587302, 55.57391281812056]","[(493, 5274.927657772174), (31675, 45.1541655012264), (44375, 29.46133528316043), (67095, 18.62461733175832), (109975, 29.46133528316043), (122675, 45.154165501226394), (153857, 5274.927657772174)]"
E:/CHTPT_code_me/static/Tractor/Tractor13.wav,"[39.764572, 38.36936, 38.227604, 38.495903, 38.413677, 38.541794, 33.37584]","[5.4756646587288005, 4.515267315963727, 4.1638088272607305, 4.353678454866722, 4.726101187822808, 6.523337252881555, 12.093191132104645]","[54.75736961451248, 55.43764172335601, 51.274376417233555, 55.92743764172335, 55.01587301587302, 56.544217687074834, 54.964883636552116]","[(493, 5004.456635559945), (33103, 44.65473320732357), (44515, 27.10415003704095), (88007, 16.39335857220161), (109835, 27.104150037040945), (121247, 44.65473320732357), (153857, 5004.4566355599445)]"
E:/CHTPT_code_me/static/Tractor/Tractor14.wav,"[39.606247, 38.41772, 38.42054, 38.407593, 38.505257, 33.426388, 34.294605]","[5.570139688288057, 4.1227448584755795, 4.162220499433932, 5.6372238614130765, 7.1030381185534806, 12.49687335165661, 3.832612092152149]","[55.43764172335601, 51.274376417233555, 55.92743764172335, 55.01587301587302, 56.544217687074834, 48.71655328798185, 55.16897320271601]","[(493, 3973.4679780157626), (34320, 42.933976376478036), (44105, 29.379784822372983), (66987, 14.18117914292344), (110245, 29.379784822372965), (120030, 42.933976376478036), (153857, 3973.4679780157635)]"
E:/CHTPT_code_me/static/Tractor/Tractor15.wav,"[39.71094, 38.52339, 38.45716, 38.58771, 33.315598, 34.232185, 37.412125]","[5.106084555696133, 4.209066123197165, 5.500253886427908, 7.156175228703345, 13.06285274719509, 3.5373394784983248, 4.995159210548515]","[51.274376417233555, 55.92743764172335, 55.01587301587302, 56.544217687074834, 48.71655328798185, 56.662131519274375, 55.34909034364796]","[(492, 3689.424317108963), (43110, 41.79955457161671), (44242, 26.46130589729602), (67966, 14.263093767349615), (110108, 26.461305897296025), (111240, 41.79955457161671), (153858, 3689.424317108963)]"
E:/CHTPT_code_me/static/Tractor/Tractor2.wav,"[38.838467, 37.654144, 37.12292, 37.630985, 37.21071, 37.294506, 38.077595]","[6.370977535410676, 4.151112288846413, 5.042677293420725, 5.771926819856855, 6.227751570293636, 4.870196989560056, 4.765618020956892]","[56.317460317460316, 53.99546485260771, 54.03628117913832, 53.981859410430836, 57.43764172335601, 53.55555555555556, 56.4472865806251]","[(468, 3464.3118359293985), (33919, 38.781951481628596), (44865, 25.970371984813283), (85922, 17.289722546723056), (109485, 25.9703719848133), (120431, 38.7819514816286), (153882, 3464.311835929399)]"
E:/CHTPT_code_me/static/Tractor/Tractor3.wav,"[38.86967, 37.11601, 37.60899, 37.234802, 37.22012, 38.036385, 37.878956]","[5.1482350344845464, 4.563964564641494, 4.936382718317743, 5.810705435440122, 4.672883657275677, 3.8581425684415516, 7.35118818369561]","[53.99546485260771, 54.03628117913832, 53.981859410430836, 57.43764172335601, 53.55555555555556, 57.292517006802726, 56.43951174000933]","[(470, 3741.66576304579), (33919, 43.20398918852799), (44376, 23.877400204410172), (85922, 15.482926056759435), (109974, 23.877400204410183), (120431, 43.203989188527984), (153880, 3741.66576304579)]"
E:/CHTPT_code_me/static/Tractor/Tractor4.wav,"[38.514484, 37.55778, 37.336685, 37.343082, 38.029495, 37.933163, 37.525192]","[5.121692984776441, 4.765669567166784, 5.566142723684953, 5.715210327651308, 4.048693901131628, 6.754016183826717, 4.6336738259664605]","[54.03628117913832, 53.981859410430836, 57.43764172335601, 53.55555555555556, 57.292517006802726, 56.08616780045351, 56.588529518478204]","[(475, 3066.6786740469347), (33414, 38.76512095032204), (44172, 22.87727816980582), (70033, 14.775991410296193), (110178, 22.877278169805802), (120936, 38.76512095032205), (153875, 3066.6786740469347)]"
E:/CHTPT_code_me/static/Tractor/Tractor5.wav,"[38.905727, 37.24727, 37.21321, 37.977352, 37.61038, 37.30106, 38.63925]","[6.371400718100715, 5.920438666587524, 5.386380780761274, 5.029177385204959, 6.821046807592557, 4.29678295740381, 6.884873853552909]","[53.98639455782313, 57.43764172335601, 53.55555555555556, 57.292517006802726, 56.08616780045351, 53.64625850340136, 56.563261286476965]","[(468, 2904.9706641675766), (33414, 53.60452437351702), (44866, 23.32763695524623), (86307, 15.620576935817494), (109484, 23.327636955246216), (120936, 53.60452437351702), (153882, 2904.9706641675766)]"
E:/CHTPT_code_me/static/Tractor/Tractor6.wav,"[38.81169, 37.22073, 38.102848, 37.859726, 37.352837, 38.666183, 39.082764]","[7.366076170474963, 5.330608603877148, 5.551768426916429, 7.123836376039045, 5.059855432427001, 6.097683444663527, 4.290515361242884]","[57.43764172335601, 53.55555555555556, 57.292517006802726, 56.08616780045351, 53.64625850340136, 54.557823129251695, 56.469315295703105]","[(499, 2703.681706410481), (33414, 48.147825861285774), (44866, 24.096597713232637), (86631, 15.489753204664638), (109484, 24.096597713232647), (120936, 48.14782586128577), (153851, 2703.681706410481)]"
E:/CHTPT_code_me/static/Tractor/Tractor7.wav,"[38.368073, 38.003098, 37.83663, 37.284023, 38.73901, 39.041336, 38.638603]","[5.929083746132376, 4.970238368037999, 7.488540808359782, 5.75511647898349, 5.9550129032383365, 4.844009419459672, 3.6436604918327204]","[53.55555555555556, 57.292517006802726, 56.08616780045351, 53.64625850340136, 54.557823129251695, 54.21768707482993, 56.51920385632094]","[(497, 3257.1651739009594), (33414, 42.90520373541025), (44184, 26.113143426829314), (68347, 15.059806230159108), (110166, 26.113143426829303), (120936, 42.90520373541025), (153853, 3257.16517390096)]"
